timestamp,electricity,water,heat,gas
2025-06-01 21:40:53,301.34,8.78,141.95,36.51
2025-06-01 21:40:58,455.09,5.41,57.04,37.27
2025-06-01 21:41:03,373.55,8.74,112.81,39.45
2025-06-01 21:41:08,409.47,5.22,89.41,41.35
2025-06-01 21:41:13,383.62,17.48,138.0,30.97
2025-06-01 21:41:18,476.26,12.21,52.46,34.22
2025-06-01 21:41:23,395.42,7.59,102.5,19.46
2025-06-01 21:41:28,115.24,6.27,168.17,49.03
2025-06-01 21:41:33,302.18,7.79,83.48,20.64
2025-06-01 21:41:38,105.15,15.87,52.79,14.36
2025-06-01 21:41:43,248.47,15.98,138.63,31.87
2025-06-01 21:41:48,288.24,5.06,106.38,10.71
2025-06-01 21:41:53,212.3,18.9,164.61,38.16
2025-06-01 21:41:58,297.76,6.75,75.95,17.24
2025-06-01 21:42:03,155.3,8.46,164.63,41.23
2025-06-01 21:42:08,473.82,6.96,166.83,21.7
2025-06-01 21:42:13,143.44,11.73,120.46,49.11
2025-06-01 21:42:18,159.54,12.61,92.51,41.86
2025-06-01 21:42:23,195.65,8.01,144.78,21.62
2025-06-01 21:42:28,460.88,17.54,182.1,27.53
2025-06-01 21:42:33,192.23,5.01,72.29,18.28
2025-06-01 21:42:38,148.27,7.63,123.49,20.13
2025-06-01 21:42:43,240.71,12.89,98.24,35.7
2025-06-01 21:42:48,176.86,5.8,71.75,22.74
2025-06-01 21:42:53,491.39,5.19,60.73,13.44
2025-06-01 21:42:58,116.9,13.0,170.65,32.58
2025-06-01 21:43:03,383.67,6.41,130.02,49.89
2025-06-01 21:43:08,294.26,12.57,132.9,37.07
2025-06-01 21:43:13,490.79,15.36,82.74,18.16
2025-06-01 21:43:18,422.1,17.19,82.1,30.02
2025-06-01 21:43:23,307.9,15.47,104.37,23.07
2025-06-01 21:43:28,424.69,8.66,143.32,42.04
2025-06-01 21:43:33,279.63,11.64,118.85,31.32
2025-06-01 21:43:38,471.7,10.21,90.39,31.8
2025-06-01 21:43:43,481.17,10.81,64.84,28.9
2025-06-01 21:43:48,362.37,5.43,131.5,26.67
2025-06-01 21:43:53,111.48,11.64,178.92,36.81
2025-06-01 21:43:58,235.38,12.5,116.49,47.99
2025-06-01 21:44:03,433.05,14.72,86.95,13.06
2025-06-01 21:44:08,136.75,15.74,58.99,44.99
2025-06-01 21:44:13,296.88,16.71,152.76,27.21
2025-06-01 21:44:18,256.63,13.6,98.15,24.6
2025-06-01 21:44:23,462.63,14.79,169.13,14.61
2025-06-01 21:44:28,354.61,18.59,104.47,10.29
2025-06-01 21:44:33,343.53,6.12,99.82,15.72
2025-06-01 21:44:39,252.36,15.71,103.02,38.43
2025-06-01 21:44:44,117.96,6.04,175.93,38.75
2025-06-01 21:44:49,169.58,6.42,155.83,35.42
2025-06-01 21:44:54,142.02,16.3,50.05,27.62
2025-06-01 21:44:59,459.79,16.71,132.59,34.44
2025-06-01 21:45:04,388.86,6.38,57.73,27.39
2025-06-01 21:45:09,476.25,14.85,74.99,16.29
2025-06-01 21:45:14,495.81,9.17,197.41,17.63
2025-06-01 21:45:19,121.51,15.48,148.87,45.54
2025-06-01 21:45:24,116.83,12.65,50.6,20.43
2025-06-01 21:45:29,138.47,5.87,83.05,31.46
2025-06-01 21:45:34,193.19,12.09,70.65,22.48
2025-06-01 21:45:39,489.26,11.86,104.87,37.61
2025-06-01 21:45:44,142.15,6.98,107.83,46.32
2025-06-01 21:45:49,293.95,11.87,198.04,28.92
2025-06-01 21:45:54,322.56,8.39,184.01,27.34
2025-06-01 21:45:59,477.25,6.19,158.19,41.19
2025-06-01 21:46:04,263.47,7.96,70.72,14.14
2025-06-01 21:46:09,359.72,12.42,115.86,30.61
2025-06-01 21:46:14,139.26,16.04,153.14,12.53
2025-06-01 21:46:19,448.03,17.16,195.81,49.76
2025-06-01 21:46:24,477.46,13.02,182.24,22.13
2025-06-01 21:46:29,387.21,18.25,111.05,39.88
2025-06-01 21:46:34,302.21,12.09,134.54,15.62
2025-06-01 21:46:39,272.46,5.72,136.39,33.61
2025-06-01 21:46:44,335.96,10.68,174.27,13.94
2025-06-01 21:46:49,499.66,5.8,178.64,41.36
2025-06-01 21:46:54,147.67,11.65,159.79,25.54
2025-06-01 21:46:59,369.01,12.61,172.5,16.25
2025-06-01 21:47:04,104.49,13.09,115.06,23.66
2025-06-01 21:47:09,221.63,19.11,146.43,25.04
2025-06-01 21:47:14,394.54,9.58,169.9,21.4
2025-06-01 21:47:19,438.54,16.06,104.78,11.02
2025-06-01 21:47:24,112.35,18.02,130.9,49.57
2025-06-01 21:47:29,145.6,6.85,63.88,48.86
2025-06-01 21:47:34,177.6,6.37,176.33,39.14
2025-06-01 21:47:39,247.43,5.02,96.04,12.76
2025-06-01 21:47:44,225.44,11.61,137.63,40.68
2025-06-01 21:47:49,331.59,9.68,115.05,33.18
2025-06-01 21:47:54,348.08,17.91,93.51,28.15
2025-06-01 21:47:59,116.66,14.79,158.28,40.45
2025-06-01 21:48:04,321.03,10.29,182.59,27.31
2025-06-01 21:48:09,127.34,11.52,177.86,20.87
2025-06-01 21:48:14,191.93,18.08,116.19,20.44
2025-06-01 21:48:19,256.23,14.22,120.04,24.7
2025-06-01 21:48:24,148.78,8.08,59.21,37.58
2025-06-01 21:48:29,485.5,5.44,59.81,44.48
2025-06-01 21:48:34,437.37,7.95,170.73,42.07
2025-06-01 21:48:39,495.26,8.4,177.49,30.14
2025-06-01 21:48:44,243.89,16.06,178.74,42.08
2025-06-01 21:48:49,153.11,14.7,71.95,23.09
2025-06-01 21:48:54,363.34,17.09,172.81,17.52
2025-06-01 21:48:59,342.86,15.67,98.91,29.28
2025-06-01 21:49:04,249.5,12.27,88.48,43.56
2025-06-01 21:49:09,432.38,17.67,82.03,28.11
2025-06-01 21:49:14,452.27,17.36,173.89,44.68
2025-06-01 21:49:20,154.85,14.11,141.15,27.13
2025-06-01 21:49:25,124.62,13.16,92.91,44.65
2025-06-01 21:49:30,128.34,14.37,180.68,11.5
2025-06-01 21:49:35,136.54,7.59,107.57,11.4
2025-06-01 21:49:40,340.06,8.64,152.74,44.38
2025-06-01 21:49:45,124.55,18.07,73.75,34.39
2025-06-01 21:49:50,412.17,5.05,58.94,35.7
2025-06-01 21:49:55,432.77,12.06,67.67,27.67
2025-06-01 21:50:00,234.8,16.64,109.81,16.51
2025-06-01 21:50:05,350.14,14.92,61.7,13.05
2025-06-01 21:50:10,133.64,12.01,84.67,22.59
2025-06-01 21:50:15,330.43,6.71,74.32,11.65
2025-06-01 21:50:20,361.36,8.02,161.0,44.3
2025-06-01 21:50:25,461.9,12.71,148.22,24.91
2025-06-01 21:50:30,415.3,16.34,57.24,25.09
2025-06-01 21:50:35,118.52,11.78,70.05,11.48
2025-06-01 21:50:40,291.53,15.55,152.16,20.23
2025-06-01 21:50:45,333.45,9.35,181.92,42.51
2025-06-01 21:50:50,207.14,18.97,162.69,18.59
2025-06-01 21:50:55,211.79,12.43,133.33,37.36
2025-06-01 21:51:00,180.31,11.31,63.3,17.87
2025-06-01 21:51:05,314.88,18.2,70.02,46.25
2025-06-01 21:51:10,320.63,7.65,154.32,22.15
2025-06-01 21:51:15,158.42,9.2,157.6,49.88
2025-06-01 21:51:20,439.63,6.74,182.21,25.0
2025-06-01 21:51:25,408.73,12.32,106.39,39.31
2025-06-01 21:51:30,269.07,14.41,98.57,27.95
2025-06-01 21:51:35,435.59,13.29,70.12,26.16
2025-06-01 21:51:40,476.06,18.88,104.94,47.74
2025-06-01 21:51:45,182.21,16.9,136.41,12.66
2025-06-01 21:51:50,211.39,6.68,65.5,33.77
2025-06-01 21:51:55,339.44,10.96,96.2,44.0
2025-06-01 21:52:00,432.0,18.57,66.99,23.86
2025-06-01 21:52:05,141.77,16.78,88.39,39.51
2025-06-01 21:52:10,423.25,14.86,71.7,33.68
2025-06-01 21:52:15,404.8,8.65,101.8,22.01
2025-06-01 21:52:20,387.45,9.62,172.77,20.2
2025-06-01 21:52:25,238.41,8.25,134.93,23.12
2025-06-01 21:52:30,136.68,9.7,175.64,15.38
2025-06-01 21:52:35,245.61,16.17,72.81,15.42
2025-06-01 21:52:40,167.21,18.42,66.75,37.4
2025-06-01 21:52:45,353.14,5.99,106.13,31.89
2025-06-01 21:52:50,121.24,13.32,162.26,10.12
2025-06-01 21:52:55,210.86,10.88,152.54,32.0
2025-06-01 21:53:00,484.22,14.7,180.54,45.15
2025-06-01 21:53:05,163.96,8.84,119.76,44.37
2025-06-01 21:53:10,269.62,15.66,57.03,11.27
2025-06-01 21:53:15,341.11,12.69,73.5,43.0
2025-06-01 21:53:20,110.72,16.72,138.74,13.91
2025-06-01 21:53:25,100.2,10.78,78.96,25.92
2025-06-01 21:53:30,310.94,14.45,65.07,34.42
2025-06-01 21:53:35,212.43,9.2,180.87,43.36
2025-06-01 21:53:40,249.22,10.73,105.97,43.95
2025-06-01 21:53:45,353.4,7.89,89.41,25.75
2025-06-01 21:53:50,345.73,8.41,81.37,13.63
2025-06-01 21:53:55,226.47,13.9,65.42,21.85
2025-06-01 21:54:00,272.01,15.66,183.37,49.8
2025-06-01 21:54:05,239.43,9.0,152.21,28.68
2025-06-01 21:54:10,436.92,15.35,146.9,30.8
2025-06-01 21:54:15,336.89,19.52,96.19,35.19
2025-06-01 21:54:20,118.53,9.28,114.59,40.0
2025-06-01 21:54:25,281.18,14.47,81.35,32.94
2025-06-01 21:54:30,346.76,14.84,152.26,36.81
2025-06-01 21:54:35,335.85,13.87,167.0,39.67
2025-06-01 21:54:40,384.05,11.96,155.37,29.89
2025-06-01 21:54:45,382.66,9.12,53.87,42.62
2025-06-01 21:54:50,187.68,19.82,63.35,17.7
2025-06-01 21:54:55,252.82,12.97,96.54,33.69
2025-06-01 21:55:00,394.52,16.27,160.57,23.81
2025-06-01 21:55:06,351.42,15.19,112.86,32.44
2025-06-01 21:55:11,175.96,8.12,191.19,45.31
2025-06-01 21:55:16,212.39,15.19,52.09,38.77
2025-06-01 21:55:21,263.12,18.35,190.79,22.44
2025-06-01 21:55:26,281.32,16.69,98.91,47.62
2025-06-01 21:55:31,370.54,9.38,73.02,30.84
2025-06-01 21:55:36,225.39,16.43,132.02,36.04
2025-06-01 21:55:41,101.25,7.46,153.11,43.83
2025-06-01 21:55:46,384.56,19.24,65.73,24.13
2025-06-01 21:55:51,189.55,19.28,135.08,37.89
2025-06-01 21:55:56,483.26,7.49,163.02,48.25
2025-06-01 21:56:01,128.73,18.9,169.37,25.56
2025-06-01 21:56:06,214.23,7.7,56.47,30.24
2025-06-01 21:56:11,263.84,10.35,58.82,20.43
2025-06-01 21:56:16,324.53,5.46,77.21,48.81
2025-06-01 21:56:21,478.24,5.69,148.87,33.15
2025-06-01 21:56:26,479.6,6.27,176.76,40.27
2025-06-01 21:56:31,474.42,5.16,172.34,10.66
2025-06-01 21:56:36,297.35,15.04,122.1,18.23
2025-06-01 21:56:41,337.77,12.73,100.42,36.77
2025-06-01 21:56:46,306.15,9.52,129.44,35.52
2025-06-01 21:56:51,384.63,9.13,155.37,40.92
2025-06-01 21:56:56,128.17,10.02,184.4,28.3
2025-06-01 21:57:01,169.23,12.56,162.89,31.16
2025-06-01 21:57:06,355.33,15.94,58.1,47.05
2025-06-01 21:57:11,276.14,9.63,181.73,31.34
2025-06-01 21:57:16,414.82,8.35,56.33,11.05
2025-06-01 21:57:21,372.99,7.61,120.83,24.46
2025-06-01 21:57:26,487.16,10.5,151.86,37.24
2025-06-01 21:57:31,236.94,15.51,194.09,15.35
2025-06-01 21:57:36,336.75,13.87,114.13,19.53
2025-06-01 21:57:41,451.9,5.36,142.78,47.26
2025-06-01 21:57:46,206.06,15.64,176.7,25.84
2025-06-01 21:57:51,209.27,7.67,106.67,49.29
2025-06-01 21:57:56,260.62,7.2,129.1,44.0
2025-06-01 21:58:01,406.61,8.97,195.7,10.94
2025-06-01 21:58:06,334.95,10.09,77.9,16.24
2025-06-01 21:58:11,108.21,15.82,102.22,41.72
2025-06-01 21:58:16,284.88,10.17,53.68,42.83
2025-06-01 21:58:21,120.16,17.26,124.89,36.2
2025-06-01 21:58:26,299.64,7.93,168.96,16.56
2025-06-01 21:58:31,437.08,13.48,158.04,33.43
2025-06-01 21:58:36,493.97,11.61,109.08,37.94
2025-06-01 21:58:41,194.24,17.66,142.02,37.56
2025-06-01 21:58:46,321.62,16.99,56.24,18.74
2025-06-01 21:58:51,290.38,8.36,88.55,18.35
2025-06-01 21:58:56,322.33,12.53,148.62,28.48
2025-06-01 21:59:01,464.54,10.27,196.12,30.23
2025-06-01 21:59:06,353.24,10.18,172.98,30.16
2025-06-01 21:59:11,457.21,5.34,130.47,22.56
2025-06-01 21:59:16,249.02,17.84,136.51,26.88
2025-06-01 21:59:21,190.23,12.35,83.37,42.73
2025-06-01 21:59:26,342.84,17.31,172.27,32.27
2025-06-01 21:59:31,246.27,8.85,90.85,35.41
2025-06-01 21:59:36,431.54,13.14,68.47,12.09
2025-06-01 21:59:41,217.62,10.46,131.85,27.7
2025-06-01 21:59:46,142.87,9.4,124.01,37.99
2025-06-01 21:59:52,196.84,9.21,55.83,16.39
2025-06-01 21:59:57,175.68,14.55,171.78,22.65
2025-06-01 22:00:02,432.21,8.5,198.58,48.69
2025-06-01 22:00:07,253.45,16.72,70.27,27.9
2025-06-01 22:00:12,275.99,18.89,170.92,16.42
2025-06-01 22:00:17,419.21,12.94,163.75,36.33
2025-06-01 22:00:22,427.31,17.3,132.47,48.07
2025-06-01 22:00:27,425.5,19.19,152.91,45.87
2025-06-01 22:00:32,149.12,19.89,125.63,36.09
2025-06-01 22:00:37,469.6,10.89,138.63,27.4
2025-06-01 22:00:42,497.64,12.59,175.18,26.59
2025-06-01 22:00:47,421.72,17.33,69.6,48.18
2025-06-01 22:00:52,290.76,18.64,167.91,28.5
2025-06-01 22:00:57,253.87,6.29,190.16,29.8
2025-06-01 22:01:02,446.6,5.08,150.39,23.14
2025-06-01 22:01:07,320.86,5.97,125.58,33.9
2025-06-01 22:01:12,172.23,6.1,81.62,44.15
2025-06-01 22:01:17,483.33,7.92,162.3,36.35
2025-06-01 22:01:22,412.22,9.69,53.66,14.64
2025-06-01 22:01:27,109.87,14.28,75.64,31.77
2025-06-01 22:01:32,365.18,14.0,155.95,48.52
2025-06-01 22:01:37,166.61,18.67,140.16,38.85
2025-06-01 22:01:42,334.18,11.81,149.27,33.47
2025-06-01 22:01:47,284.48,10.72,79.33,16.84
2025-06-01 22:01:52,147.82,16.04,119.47,40.59
2025-06-01 22:01:57,410.15,5.33,101.41,19.31
2025-06-01 22:02:02,447.65,11.13,144.42,25.63
2025-06-01 22:02:07,477.88,14.8,135.0,14.41
2025-06-01 22:02:12,192.73,7.71,154.89,32.06
2025-06-01 22:02:17,436.24,18.59,98.72,18.51
2025-06-01 22:02:22,129.37,13.35,60.32,16.96
2025-06-01 22:02:27,129.82,16.32,154.18,24.62
2025-06-01 22:02:32,414.5,9.88,164.64,38.26
2025-06-01 22:02:37,467.58,7.9,181.83,36.04
2025-06-01 22:02:42,348.69,13.8,179.33,24.79
2025-06-01 22:02:47,341.01,6.75,131.27,31.92
2025-06-01 22:02:52,370.41,12.81,104.62,18.33
2025-06-01 22:02:57,169.87,12.56,182.8,27.85
2025-06-01 22:03:02,159.13,5.89,154.99,41.08
2025-06-01 22:03:07,490.02,9.91,135.16,36.47
2025-06-01 22:03:12,384.82,15.05,158.09,48.47
2025-06-01 22:03:17,386.08,7.1,121.75,42.13
2025-06-01 22:03:22,189.57,8.69,142.99,20.46
2025-06-01 22:03:27,341.65,10.18,81.23,18.31
2025-06-01 22:03:32,173.23,14.38,99.44,46.37
2025-06-01 22:03:37,331.52,6.95,116.44,29.27
2025-06-01 22:03:42,186.23,8.18,66.83,34.89
2025-06-01 22:03:47,264.66,10.77,179.66,35.27
2025-06-01 22:03:52,465.55,11.7,184.09,17.25
2025-06-01 22:03:57,241.51,15.62,159.35,44.56
2025-06-01 22:04:02,106.75,19.65,136.15,12.43
2025-06-01 22:04:07,112.15,9.16,84.9,17.82
2025-06-01 22:04:12,275.74,16.21,146.81,25.19
2025-06-01 22:04:17,465.77,5.64,183.37,31.14
2025-06-01 22:04:22,273.02,14.39,153.53,44.63
2025-06-01 22:04:27,213.28,11.38,192.79,21.91
2025-06-01 22:04:33,142.6,12.23,114.2,14.56
2025-06-01 22:04:38,125.73,8.08,173.52,44.12
2025-06-01 22:04:43,226.14,10.56,71.12,31.7
2025-06-01 22:04:48,368.58,5.05,59.31,45.49
2025-06-01 22:04:53,313.32,7.6,191.29,38.74
2025-06-01 22:04:58,275.97,19.21,130.6,35.91
2025-06-01 22:05:03,318.64,16.15,169.87,45.15
2025-06-01 22:05:08,274.96,16.17,130.82,37.21
2025-06-01 22:05:13,234.91,18.64,59.11,22.35
2025-06-01 22:05:18,217.46,14.51,132.84,35.16
2025-06-01 22:05:23,277.45,11.8,192.63,12.68
2025-06-01 22:05:28,276.73,19.99,75.02,31.88
2025-06-01 22:05:33,427.01,8.71,58.8,37.16
2025-06-01 22:05:38,204.26,11.85,161.48,16.42
2025-06-01 22:05:43,399.36,14.12,76.03,45.95
2025-06-01 22:05:48,417.87,7.96,109.8,33.24
2025-06-01 22:05:53,387.04,19.37,66.14,29.02
2025-06-01 22:05:58,330.66,5.38,88.7,38.17
2025-06-01 22:06:03,353.53,15.24,140.91,23.58
2025-06-01 22:06:08,287.15,16.6,79.88,42.12
2025-06-01 22:06:13,446.77,19.42,190.43,39.68
2025-06-01 22:06:18,452.12,12.05,133.04,36.97
2025-06-01 22:06:23,361.11,16.52,106.03,33.63
2025-06-01 22:06:28,473.93,13.23,78.67,35.76
2025-06-01 22:06:33,306.04,15.01,127.17,18.72
2025-06-01 22:06:38,408.2,12.45,138.92,11.15
2025-06-01 22:06:43,123.96,13.43,83.44,10.8
2025-06-01 22:06:48,451.26,16.4,70.34,47.67
2025-06-01 22:06:53,346.81,15.93,83.54,25.96
2025-06-01 22:06:58,167.44,11.44,51.59,36.42
2025-06-01 22:07:03,379.99,6.69,80.11,18.09
2025-06-01 22:07:08,368.27,7.04,76.92,14.49
2025-06-01 22:07:13,440.09,6.25,65.79,40.6
2025-06-01 22:07:18,436.5,6.06,56.77,33.88
2025-06-01 22:07:23,435.78,14.13,177.14,23.22
2025-06-01 22:07:28,300.74,17.64,189.7,26.54
2025-06-01 22:07:33,385.35,12.01,63.72,47.23
2025-06-01 22:07:38,107.82,7.18,136.4,16.24
2025-06-01 22:07:43,283.96,10.1,84.12,27.48
2025-06-01 22:07:48,113.36,18.77,172.32,43.45
2025-06-01 22:07:53,156.28,6.8,112.03,31.98
2025-06-01 22:07:58,229.92,18.44,150.36,10.24
2025-06-01 22:08:03,219.32,7.79,59.83,34.73
2025-06-01 22:08:08,117.26,8.69,150.93,45.37
2025-06-01 22:08:13,407.99,18.51,72.46,35.01
2025-06-01 22:08:18,137.31,18.13,96.37,29.53
2025-06-01 22:08:23,393.26,9.62,106.16,27.44
2025-06-01 22:08:28,352.32,11.13,106.72,44.94
2025-06-01 22:08:33,309.2,18.08,121.49,15.69
2025-06-01 22:08:38,331.27,7.57,102.34,21.02
2025-06-01 22:08:43,484.75,11.7,81.13,49.12
2025-06-01 22:08:48,493.8,8.77,167.85,18.79
2025-06-01 22:08:53,266.59,10.27,130.91,29.31
2025-06-01 22:08:58,292.71,15.68,148.08,46.61
2025-06-01 22:09:03,211.89,12.35,99.45,28.54
2025-06-01 22:09:08,461.9,9.95,145.06,32.31
2025-06-01 22:09:14,424.51,18.23,61.81,33.04
2025-06-01 22:09:19,292.47,9.03,58.16,13.8
2025-06-01 22:09:24,380.62,16.35,186.98,13.92
2025-06-01 22:09:29,206.34,18.33,64.35,44.13
2025-06-01 22:09:34,414.96,7.98,190.74,26.76
2025-06-01 22:09:39,366.01,15.5,127.69,48.7
2025-06-01 22:09:44,345.3,17.56,195.86,10.52
2025-06-01 22:09:49,142.54,9.03,73.24,22.74
2025-06-01 22:09:54,216.14,5.91,138.37,40.19
2025-06-01 22:09:59,316.75,11.15,110.87,27.53
2025-06-01 22:10:04,202.13,5.06,161.09,26.71
2025-06-01 22:10:09,160.49,5.58,100.66,49.49
2025-06-01 22:10:14,319.7,15.42,95.01,19.07
2025-06-01 22:10:19,292.16,6.48,157.68,44.88
2025-06-01 22:10:24,195.24,13.18,129.43,31.25
2025-06-01 22:10:29,420.1,12.95,161.3,28.55
2025-06-01 22:10:34,379.62,8.82,67.09,39.4
2025-06-01 22:10:39,302.58,12.09,171.1,44.74
2025-06-01 22:10:44,276.41,18.28,105.76,42.76
2025-06-01 22:10:49,191.36,8.12,176.16,27.57
2025-06-01 22:10:54,465.24,16.67,183.86,44.39
2025-06-01 22:10:59,283.81,18.42,189.56,38.51
2025-06-01 22:11:04,247.43,10.2,52.11,26.13
2025-06-01 22:11:09,402.12,19.9,183.48,14.26
2025-06-01 22:11:14,103.47,5.21,61.34,40.09
2025-06-01 22:11:19,401.15,8.12,189.5,22.27
2025-06-01 22:11:24,388.99,15.55,95.85,12.0
2025-06-01 22:11:29,355.75,17.56,69.2,43.1
2025-06-01 22:11:34,479.93,16.49,166.51,41.92
2025-06-01 22:11:39,340.21,13.45,192.65,41.75
2025-06-01 22:11:44,316.73,18.28,165.65,48.83
2025-06-01 22:11:49,193.65,13.03,125.22,30.58
2025-06-01 22:11:54,229.49,7.69,98.66,19.13
2025-06-01 22:11:59,446.49,14.85,84.54,42.68
2025-06-01 22:12:04,305.33,14.29,105.93,36.6
2025-06-01 22:12:09,404.93,11.65,169.95,43.78
2025-06-01 22:12:14,308.9,5.11,59.46,13.75
2025-06-01 22:12:19,460.51,14.63,175.47,31.59
2025-06-01 22:12:24,141.26,11.66,184.22,27.81
2025-06-01 22:12:29,166.1,14.24,123.96,36.65
2025-06-01 22:12:34,184.57,19.51,194.54,40.16
2025-06-01 22:12:39,151.72,13.75,116.71,46.08
2025-06-01 22:12:44,400.26,13.14,185.79,16.79
2025-06-01 22:12:49,373.32,16.47,157.75,12.95
2025-06-01 22:12:54,428.82,16.74,195.0,36.04
2025-06-01 22:12:59,304.69,11.69,140.27,26.46
2025-06-01 22:13:04,134.1,17.32,131.36,37.06
2025-06-01 22:13:09,141.43,14.78,168.75,32.97
2025-06-01 22:13:14,266.64,8.86,137.88,23.77
2025-06-01 22:13:19,329.33,15.0,141.81,19.41
2025-06-01 22:13:24,367.06,18.27,114.4,46.9
2025-06-01 22:13:29,238.61,15.2,56.84,10.86
2025-06-01 22:13:34,259.28,12.22,79.47,14.58
2025-06-01 22:13:40,110.85,16.57,179.16,17.35
2025-06-01 22:13:45,297.71,17.98,118.24,30.62
2025-06-01 22:13:50,263.33,16.15,84.0,11.81
2025-06-01 22:13:55,187.54,12.65,62.68,43.21
2025-06-01 22:14:00,300.51,5.76,111.22,19.42
2025-06-01 22:14:05,490.06,13.89,66.26,32.09
2025-06-01 22:14:10,220.93,14.27,146.85,39.87
2025-06-01 22:14:15,366.18,7.32,65.44,26.24
2025-06-01 22:14:20,407.63,7.02,132.25,17.68
2025-06-01 22:14:25,360.9,14.57,89.61,10.71
2025-06-01 22:14:30,184.62,10.42,86.63,10.11
2025-06-01 22:14:35,201.26,6.87,194.02,15.4
2025-06-01 22:14:40,172.49,13.52,80.36,39.47
2025-06-01 22:14:45,157.37,17.13,88.48,47.05
2025-06-01 22:14:50,490.0,18.59,126.45,43.06
2025-06-01 22:14:55,311.26,8.34,168.71,45.48
2025-06-01 22:15:00,232.79,9.52,161.0,44.24
2025-06-01 22:15:05,452.03,18.95,109.53,10.07
2025-06-01 22:15:10,353.24,8.37,114.16,23.12
2025-06-01 22:15:15,206.22,5.57,107.62,14.3
2025-06-01 22:15:20,159.73,9.91,61.8,11.68
2025-06-01 22:15:25,163.97,13.91,111.47,33.86
2025-06-01 22:15:30,324.01,9.31,58.09,18.68
2025-06-01 22:15:35,165.11,17.41,108.95,23.44
2025-06-01 22:15:40,362.05,14.4,76.25,15.4
2025-06-01 22:15:45,399.61,11.04,136.25,23.47
2025-06-01 22:15:50,391.1,9.69,171.58,32.51
2025-06-01 22:15:55,346.07,5.68,87.61,32.4
2025-06-01 22:16:00,294.25,14.07,126.95,49.07
2025-06-01 22:16:05,266.08,15.13,180.23,45.74
2025-06-01 22:16:10,198.52,7.2,119.54,49.42
2025-06-01 22:16:15,288.52,5.74,98.68,42.02
2025-06-01 22:16:20,497.67,19.38,71.96,45.93
2025-06-01 22:16:25,341.99,18.56,128.55,14.25
2025-06-01 22:16:30,152.53,19.08,130.69,33.66
2025-06-01 22:16:35,282.36,6.28,118.44,14.75
2025-06-01 22:16:40,209.3,12.86,118.94,10.65
2025-06-01 22:16:45,202.19,7.65,153.1,32.46
2025-06-01 22:16:50,448.26,5.02,195.59,34.23
2025-06-01 22:16:55,435.47,16.48,148.53,43.7
2025-06-01 22:17:00,499.19,12.12,181.68,24.32
2025-06-01 22:17:05,184.95,8.19,198.79,30.54
2025-06-01 22:17:10,139.01,9.72,52.59,14.39
2025-06-01 22:17:15,482.72,9.41,171.56,33.55
2025-06-01 22:17:20,166.17,10.28,186.42,12.6
2025-06-01 22:17:25,477.27,19.96,62.54,43.08
2025-06-01 22:17:30,478.16,9.55,133.55,10.93
2025-06-01 22:17:35,340.43,8.87,158.45,23.26
2025-06-01 22:17:40,171.76,16.27,110.79,10.84
2025-06-01 22:17:45,478.51,8.87,84.68,34.24
2025-06-01 22:17:50,426.99,7.91,199.1,32.2
2025-06-01 22:17:56,394.44,5.12,96.02,49.47
2025-06-01 22:18:01,181.76,8.62,139.24,12.22
2025-06-01 22:18:06,407.67,18.27,155.39,19.07
2025-06-01 22:18:11,232.61,15.36,142.71,47.38
2025-06-01 22:18:16,463.53,15.28,87.01,38.68
2025-06-01 22:18:21,444.24,18.14,116.3,42.6
2025-06-01 22:18:26,444.01,5.74,173.84,25.36
2025-06-01 22:18:31,122.28,7.89,110.03,19.6
2025-06-01 22:18:36,127.76,14.72,55.97,16.95
2025-06-01 22:18:41,185.58,9.73,180.33,39.0
2025-06-01 22:18:46,102.7,13.82,94.82,40.5
2025-06-01 22:18:51,404.44,6.41,194.93,25.9
2025-06-01 22:18:56,357.45,9.6,181.49,31.85
2025-06-01 22:19:01,288.11,18.47,107.58,38.28
2025-06-01 22:19:06,126.13,5.43,75.18,36.0
2025-06-01 22:19:11,119.38,9.26,145.44,15.51
2025-06-01 22:19:16,408.26,17.5,127.6,12.33
2025-06-01 22:19:21,339.43,18.05,56.56,45.63
2025-06-01 22:19:26,422.51,19.63,105.57,49.82
2025-06-01 22:19:31,348.68,7.88,110.55,10.08
2025-06-01 22:19:36,296.59,18.93,155.11,11.67
2025-06-01 22:19:41,390.29,10.26,91.63,45.88
2025-06-01 22:19:46,388.5,19.93,68.38,30.77
2025-06-01 22:19:51,445.38,14.55,142.26,17.94
2025-06-01 22:19:56,429.65,7.36,190.92,30.71
2025-06-01 22:20:01,309.98,14.58,144.64,40.2
2025-06-01 22:20:06,157.74,19.17,184.51,42.98
2025-06-01 22:20:11,340.98,11.12,121.76,23.9
2025-06-01 22:20:16,206.14,8.97,146.47,30.72
2025-06-01 22:20:21,192.84,6.51,178.74,10.81
2025-06-01 22:20:26,483.85,14.55,154.76,18.49
2025-06-01 22:20:31,496.79,12.66,112.86,49.8
2025-06-01 22:20:36,180.13,8.13,65.63,21.52
2025-06-01 22:20:41,401.72,13.15,64.6,46.7
2025-06-01 22:20:46,185.21,12.35,97.87,40.25
2025-06-01 22:20:51,452.57,5.17,175.45,15.24
2025-06-01 22:20:56,186.75,8.08,97.52,28.95
2025-06-01 22:21:01,460.43,15.7,100.17,24.73
2025-06-01 22:21:06,191.8,18.42,70.14,43.76
